id, isin, issuerName, maturityDate, startDate, bondDuration, couponRate, couponPeriod, high, low, last, change, yield, pieceSize, fitch, moody's, snp
810, KGA1592, Flashpoint, 17-02-2026, 17-02-2015, 11, 1.3, Semi-Annual, 163.788, 161.921, 163.601, 7.39, 1.302, 99.846, B+, Baa1, BB
811, FTR419463, Quaxo, 28-08-2037, 28-08-2015, 22, 1.604, Annual, 438.617, 438.31, 438.513, 35.836, 1.607, 99.813, BBB, Baa3, BB
812, UOV954037, Voolia, 13-07-2027, 13-07-2015, 12, 1.651, Semi-Annual, 358.63, 325.098, 347.564, 0.617, 1.654, 99.819, AA+, Aaa, AAA
813, CNA270, Agivu, 23-01-2027, 23-01-2015, 12, 4.902, Quaterly, 99.732, 95.633, 95.674, -1.532, 4.926, 99.513, BBB-, Baa3, BB
814, VTOR9289, Skivee, 01-09-2048, 01-09-2015, 33, 2.27, Semi-Annual, 409.65, 384.989, 396.333, 10.0, 2.275, 99.78, AA+, Aaa, AAA
815, KONRW2101, Bubbletube, 04-09-2032, 04-09-2015, 17, 2.892, Quaterly, 51.049, 47.93, 50.924, -27.397, 2.9, 99.724, BBB+, Baa1, BBB+
816, NLW914519, Oyope, 07-02-2026, 07-02-2015, 11, 2.759, Annual, 31.874, 30.602, 31.836, 1.672, 2.767, 99.711, BBB+, Baa3, BB
817, BIR274, Zooveo, 05-12-2049, 05-12-2015, 34, 0.534, Quaterly, 494.559, 488.179, 490.731, -19.564, 0.534, 100, A-, Baa3, BBB
818, UEPSH416, Meemm, 05-05-2043, 05-05-2015, 28, 3.634, Semi-Annual, 139.227, 100.0, 133.058, 0.789, 3.647, 99.644, A-, Baa2, A-
819, NKTF843533, Mycat, 18-05-2025, 18-05-2015, 10, 3.89, Quaterly, 58.097, 52.613, 54.532, -2.627, 3.905, 99.616, BBB, Baa2, BB
820, AQC18451, Linkbridge, 05-04-2047, 05-04-2015, 32, 3.871, Semi-Annual, 392.274, 382.193, 389.25, 30.438, 3.886, 99.614, WD, Baa1, BBB+
821, XJS08559, Vimbo, 17-05-2047, 17-05-2015, 32, 0.924, Semi-Annual, 100.0, 100.0, 100.0, 0.473, 0.925, 99.892, BBB+, Baa1, BBB+
822, CNAH16937, Midel, 22-06-2036, 22-06-2015, 21, 1.506, Quaterly, 468.642, 463.815, 465.311, -184.714, 1.508, 99.867, BBB+, Baa1, BBB+
823, TSJI114, Voolia, 16-10-2041, 16-10-2015, 26, 1.2, Annual, 339.343, 307.716, 333.018, -24.687, 1.201, 99.917, B-, Caa3, D
824, KCL517925, Quatz, 22-07-2046, 22-07-2015, 31, 1.127, Semi-Annual, 221.696, 213.981, 219.999, -1.624, 1.128, 99.911, BBB+, Baa1, BBB+
825, YLTJ5183, Quimba, 26-03-2031, 26-03-2015, 16, 1.599, Semi-Annual, 156.455, 152.152, 152.239, 3.935, 1.602, 99.813, B+, Caa2, BB
826, VET52983, Flashset, 12-10-2042, 12-10-2015, 27, 0.983, Annual, 384.333, 353.125, 381.212, 9.482, 0.984, 99.898, BB, B3, BB
827, GHS46928, Quimba, 24-08-2043, 24-08-2015, 28, 0.413, Annual, 189.838, 174.765, 177.327, 5.684, 0.413, 100, BB, B3, BB
828, QPR200161, Realblab, 08-08-2023, 08-08-2015, 8, 2.435, Annual, 188.326, 174.616, 188.189, 7.714, 2.441, 99.754, BB+, Ba1, BBB-
829, PWG68040, Bubbletube, 17-10-2028, 17-10-2015, 13, 4.821, Annual, 445.831, 437.672, 438.651, -22.407, 4.844, 99.525, BB, B3, BB
830, TGU484385, Skimia, 08-03-2045, 08-03-2015, 30, 2.56, Annual, 46.638, 44.297, 45.421, -0.53, 2.567, 99.727, B+, B1, B+
831, IRFHN1027, Dablist, 28-07-2033, 28-07-2015, 18, 3.736, Quaterly, 284.613, 277.128, 282.442, 10.0, 3.75, 99.627, B+, Baa1, CCC-
832, LFUP769, Eabox, 30-03-2036, 30-03-2015, 21, 1.934, Semi-Annual, 120.388, 100.0, 116.718, -23.705, 1.938, 99.794, B+, Baa1, BB
833, IBS36170, Layo, 19-09-2042, 19-09-2015, 27, 3.333, Annual, 467.852, 437.582, 444.241, 6.764, 3.344, 99.671, BB+, Baa3, BBB
834, IVJT5643, Browseblab, 28-04-2038, 28-04-2015, 23, 2.209, Quaterly, 40.964, 40.653, 40.702, -0.008, 2.214, 99.774, B+, Baa1, BB+
835, UDG07798, Jatri, 06-10-2019, 06-10-2015, 4, 1.483, Semi-Annual, 28.748, 26.376, 27.064, 2.121, 1.485, 99.865, B+, Baa1, BB
836, OYB788, Jabbercube, 13-09-2034, 13-09-2015, 19, 4.214, Annual, 195.606, 186.784, 187.313, 25.864, 4.232, 99.575, B+, Baa1, BB
837, LKUF404, Tagpad, 08-06-2044, 08-06-2015, 29, 4.476, Quaterly, 135.538, 124.966, 131.944, 0.438, 4.496, 99.555, B+, Baa1, BB+
838, ABUR506, Realcube, 01-03-2020, 01-03-2015, 5, 3.345, Annual, 458.911, 430.459, 456.35, 78.758, 3.356, 99.672, B+, Baa1, B+
839, QVDSZ2891, Tambee, 18-10-2026, 18-10-2015, 11, 4.979, Annual, 205.82, 187.214, 197.447, 29.991, 5.004, 99.5, A, A2, A
840, XCI706, Shufflester, 04-07-2025, 04-07-2015, 10, 4.678, Semi-Annual, 38.404, 37.329, 37.974, -3.979, 4.7, 99.532, B+, Baa1, BB
841, JYCGQ11069, Topicblab, 04-09-2047, 04-09-2015, 32, 2.878, Annual, 440.043, 439.515, 439.742, -0.19, 2.886, 99.723, BBB, Baa1, A
842, ZLMFW078076, Trudeo, 21-02-2046, 21-02-2015, 31, 4.553, Quaterly, 271.136, 248.198, 268.383, 20.231, 4.574, 99.541, BBB+, Baa3, BB
843, FLBZV774344, Avaveo, 26-07-2031, 26-07-2015, 16, 1.93, Annual, 384.146, 346.269, 364.829, -21.259, 1.934, 99.793, BBB-, Ba1, BBB-
844, WMU356354, Tagfeed, 11-01-2036, 11-01-2015, 21, 0.674, Quaterly, 67.969, 62.973, 67.27, -2.172, 0.674, 100, BBB, Baa2, BB
845, FTLKH327026, Thoughtsphere, 15-05-2022, 15-05-2015, 7, 4.982, Semi-Annual, 301.075, 300.684, 300.918, 11.886, 5.007, 99.501, A, A3, BBB+
846, XZW794429, Trilia, 09-02-2050, 09-02-2015, 35, 4.906, Annual, 307.75, 302.457, 307.009, -46.489, 4.93, 99.513, AA+, Aaa, AAA
847, ONUX111625, Quinu, 18-09-2038, 18-09-2015, 23, 4.685, Semi-Annual, 447.451, 443.737, 443.811, 29.757, 4.707, 99.533, AA-, Aa2, BB
848, XWVH2065, Blogpad, 08-01-2043, 08-01-2015, 28, 2.383, Annual, 184.842, 177.19, 180.404, -3.348, 2.389, 99.749, BBB-, Baa3, BB
849, SRV82667, Dynabox, 13-11-2030, 13-11-2015, 15, 4.865, Quaterly, 186.697, 173.255, 182.53, 2.512, 4.889, 99.509, B+, Baa1, BB
850, DGX73343, Mydeo, 11-08-2050, 11-08-2015, 35, 0.701, Semi-Annual, 17.475, 16.823, 17.025, 0.864, 0.701, 100, B+, A3, A-
851, YVBO870231, Zava, 15-09-2022, 15-09-2015, 7, 3.917, Quaterly, 436.844, 423.957, 427.179, -1.5, 3.932, 99.619, BBB, Baa1, A
852, ZNM20156, Dabfeed, 03-11-2028, 03-11-2015, 13, 2.23, Semi-Annual, 104.022, 97.677, 100.0, 2.678, 2.235, 99.776, BBB, Baa1, A
853, SQCDN02880, Feedmix, 01-12-2033, 01-12-2015, 18, 1.702, Annual, 386.551, 375.225, 379.189, 2.575, 1.705, 99.824, BBB, Baa1, A
854, YJO9125, Oloo, 12-11-2047, 12-11-2015, 32, 1.422, Semi-Annual, 180.331, 163.163, 178.958, 4.931, 1.424, 99.86, BBB+, Baa2, A-
855, HCGJK149629, Dynabox, 11-10-2020, 11-10-2015, 5, 0.712, Quaterly, 293.065, 280.668, 289.718, 13.346, 0.713, 99.86, BBB+, Baa2, A-
856, KXQNZ96961, Yambee, 03-09-2044, 03-09-2015, 29, 2.501, Semi-Annual, 186.456, 185.43, 186.456, -0.129, 2.507, 99.761, B, Caa1, CCC+
857, LZFRE040, Thoughtstorm, 25-05-2048, 25-05-2015, 33, 2.76, Annual, 56.431, 54.772, 55.552, 0.044, 2.768, 99.711, BB, B3, BB
858, LTXN24282, Eire, 07-11-2027, 07-11-2015, 12, 0.693, Semi-Annual, 66.619, 63.501, 64.561, -1.914, 0.693, 100, CCC+, Caa1, B-
859, PLM644809, Youspan, 19-12-2034, 19-12-2015, 19, 4.345, Annual, 36.067, 34.761, 35.989, 0.305, 4.364, 99.565, BB+, Ba1, BBB-
860, UENX662, Vinder, 21-02-2040, 21-02-2015, 25, 3.925, Quaterly, 285.794, 277.706, 279.89, 12.855, 3.94, 99.619, B+, Caa1, CCC+
861, FPQ8140, Thoughtmix, 10-01-2043, 10-01-2015, 28, 2.864, Semi-Annual, 492.046, 449.582, 486.526, -13.854, 2.872, 99.721, B-, Baa1, D
862, PSNO4637, Voolith, 10-12-2046, 10-12-2015, 31, 2.415, Annual, 20.673, 18.848, 20.582, 2.243, 2.421, 99.752, B+, Baa1, BB-
863, ILSAK937, Avavee, 02-05-2034, 02-05-2015, 19, 3.422, Quaterly, 303.669, 276.4, 284.035, 45.516, 3.434, 99.651, B+, Baa1, B-
864, ODL686, Feedfire, 22-12-2025, 22-12-2015, 10, 3.883, Quaterly, 392.901, 379.7, 388.941, -0.658, 3.898, 99.615, B+, Baa1, BB
865, GTHI860, Buzzshare, 15-07-2029, 15-07-2015, 14, 0.69, Semi-Annual, 287.891, 284.839, 287.403, 8.514, 0.69, 100, CC, Baa1, CCC-
866, VHDMX361740, Shufflester, 08-03-2021, 08-03-2015, 6, 1.049, Semi-Annual, 255.236, 232.571, 236.197, -44.644, 1.05, 99.905, B+, Baa1, CCC-
867, TSR434, Abatz, 14-02-2038, 14-02-2015, 23, 4.18, Annual, 100.0, 100.0, 109.194, 10.876, 4.197, 99.595, B+, Baa1, BB+
868, SDLBY241132, Kimia, 20-05-2043, 20-05-2015, 28, 2.143, Semi-Annual, 415.963, 387.47, 406.275, -22.123, 2.148, 99.767, B+, Baa1, BB
869, QVC828, Jabbercube, 12-05-2027, 12-05-2015, 12, 2.141, Quaterly, 456.633, 417.134, 450.708, -19.554, 2.146, 99.767, B+, Baa1, B-
870, JNEBG9348, Realpoint, 27-05-2030, 27-05-2015, 15, 1.552, Semi-Annual, 100.0, 100.0, 100.0, 23.267, 1.554, 99.871, B+, Baa1, BB-
871, JKOT234, Ntags, 24-11-2040, 24-11-2015, 25, 1.866, Annual, 449.565, 422.231, 426.878, 44.204, 1.869, 99.839, A-, Baa1, BBB+
872, WBY08007, Livefish, 08-10-2038, 08-10-2015, 23, 1.193, Annual, 155.441, 147.374, 147.374, -6.665, 1.194, 99.916, A-, Baa1, BBB+
873, VBUM442, Oozz, 04-11-2049, 04-11-2015, 34, 4.512, Annual, 66.471, 63.227, 63.227, -2.709, 4.532, 99.559, AA+, Aaa, AAA
874, XES057283, Feedfish, 10-02-2039, 10-02-2015, 24, 3.507, Annual, 213.139, 202.098, 212.477, 21.419, 3.519, 99.659, AA-, A2, A
875, ETD2212, Yabox, 12-12-2040, 12-12-2015, 25, 4.324, Annual, 175.432, 158.187, 164.74, -2.068, 4.343, 99.563, A+, A1, AA-
876, CEFAL646225, Flipbug, 20-11-2037, 20-11-2015, 22, 1.974, Annual, 436.035, 406.036, 408.736, -12.176, 1.978, 99.798, BBB, Baa2, BBB
877, QPGM6127, Vinder, 01-12-2044, 01-12-2015, 29, 3.708, Annual, 443.963, 400.366, 430.884, -40.735, 3.722, 99.624, AA-, Aa2, BB
878, EQNHA60339, Tagopia, 28-01-2023, 28-01-2015, 8, 2.13, Semi-Annual, 378.853, 351.159, 355.59, 25.16, 2.135, 99.766, AA-, Aa2, BB
879, OGH6424, Rhycero, 25-01-2025, 25-01-2015, 10, 0.393, Semi-Annual, 28.277, 27.053, 27.653, 2.327, 0.393, 100, A-, A3, A-
880, MNXG8440, Centizu, 13-09-2048, 13-09-2015, 33, 3.399, Quaterly, 195.393, 183.708, 195.276, -17.681, 3.411, 99.648, BBB, Baa2, BBB+
881, DKBZP108, Aibox, 17-10-2037, 17-10-2015, 22, 1.844, Quaterly, 245.498, 236.12, 236.87, -0.05, 1.847, 99.838, BB, B3, BB
882, SEQ2751, Wordify, 15-02-2033, 15-02-2015, 18, 1.477, Quaterly, 217.937, 216.76, 217.019, 12.255, 1.479, 99.865, BBB, Baa3, BBB
883, OMH390846, Dynabox, 29-12-2045, 29-12-2015, 30, 3.485, Semi-Annual, 394.958, 378.33, 389.803, 36.324, 3.497, 99.657, B+, Aa2, BB
884, AFH46747, Jabbercube, 21-05-2019, 21-05-2015, 4, 2.479, Quaterly, 445.999, 407.42, 434.04, 15.916, 2.485, 99.759, B+, Aa2, BB
885, AGUFE6430, Mybuzz, 17-04-2019, 17-04-2015, 4, 1.45, Semi-Annual, 148.105, 143.069, 146.393, 0.796, 1.452, 99.862, BB, B3, BB
886, ECYT298, Aivee, 07-01-2034, 07-01-2015, 19, 1.732, Quaterly, 433.049, 397.409, 409.883, 6.131, 1.735, 99.827, BBB, Baa3, BBB
887, EPVO05782, Skyndu, 06-04-2047, 06-04-2015, 32, 1.617, Semi-Annual, 170.369, 159.772, 168.673, -8.661, 1.62, 99.815, BBB, Baa3, BBB
888, SGL316, Skilith, 19-03-2048, 19-03-2015, 33, 2.784, Semi-Annual, 356.023, 350.469, 350.525, -35.81, 2.792, 99.713, BB, B3, BB
889, TABM77727, Gabtype, 25-04-2040, 25-04-2015, 25, 0.659, Quaterly, 348.133, 333.511, 334.242, 6.377, 0.659, 100, B+, Ba3, BB+
890, ZYME932, Yombu, 08-06-2037, 08-06-2015, 22, 3.086, Quaterly, 295.644, 267.114, 294.218, 20.64, 3.096, 99.677, B+, Ca, CCC-
891, QEJMG763, Dabvine, 20-09-2047, 20-09-2015, 32, 4.444, Annual, 485.054, 440.332, 467.165, 32.866, 4.464, 99.552, B+, Baa1, B+
892, ZBS1093, Livefish, 08-04-2025, 08-04-2015, 10, 0.325, Annual, 29.73, 29.632, 29.713, -0.658, 0.325, 100, B+, Baa1, BB
893, CNDL787, Ooba, 02-12-2039, 02-12-2015, 24, 2.958, Semi-Annual, 183.326, 166.332, 172.62, 3.811, 2.967, 99.697, B+, Baa1, BB
894, HGF087, Vimbo, 11-06-2032, 11-06-2015, 17, 2.234, Annual, 190.78, 181.565, 184.975, -17.09, 2.239, 99.777, B+, Baa1, BB-
895, AFTXO319246, Quire, 13-08-2045, 13-08-2015, 30, 2.708, Semi-Annual, 128.352, 100.0, 125.484, -3.165, 2.715, 99.742, B+, Baa1, BB
896, TWZ66748, Mydeo, 20-08-2047, 20-08-2015, 32, 4.014, Annual, 435.055, 410.822, 428.512, 2.61, 4.03, 99.603, B+, Baa1, BB
897, IABSO4949, Trupe, 30-04-2021, 30-04-2015, 6, 2.754, Semi-Annual, 255.619, 234.709, 245.164, -0.2, 2.762, 99.71, B+, Baa1, B-
898, VTGAM571, Oyope, 09-10-2025, 09-10-2015, 10, 2.077, Quaterly, 195.483, 194.603, 195.325, -12.504, 2.081, 99.808, B+, Baa1, BB
899, GXWU7551, Jabberbean, 13-06-2050, 13-06-2015, 35, 1.879, Quaterly, 283.009, 256.434, 272.645, -70.145, 1.883, 99.788, B+, Baa1, BB
900, EGCBQ548, Edgetag, 15-02-2030, 15-02-2015, 15, 2.466, Quaterly, 182.925, 175.828, 181.151, 1.991, 2.472, 99.757, B+, Baa1, BB
901, JVGKY312, Oyondu, 25-02-2034, 25-02-2015, 19, 1.0, Coupon Period, 239.933, 224.025, 227.684, 0.105, 1.0, 99.901, AA+, Aaa, AAA
902, PIL95662, Flipbug, 26-03-2039, 26-03-2015, 24, 2.815, Semi-Annual, 388.423, 358.903, 360.084, -2.555, 2.823, 99.717, AA-, A1, AA+
903, SPV77250, Kimia, 21-03-2047, 21-03-2015, 32, 4.233, Quaterly, 407.386, 377.606, 394.581, 21.2, 4.251, 99.577, A-, Baa2, BBB-
904, DOV110, Aimbo, 06-02-2031, 06-02-2015, 16, 4.523, Semi-Annual, 305.252, 278.176, 300.92, 32.322, 4.543, 99.56, BBB, Baa2, BB
905, ZPIU29652, Realbridge, 09-05-2019, 09-05-2015, 4, 0.075, Annual, 368.159, 367.864, 367.9, -10.0, 0.075, 100, A, Baa1, BBB+
906, RDKZ717625, Talane, 23-11-2045, 23-11-2015, 30, 2.968, Quaterly, 56.707, 53.22, 56.184, -2.013, 2.977, 99.698, B+, A1, BB
907, CDXFZ9805, Chatterpoint, 27-12-2045, 27-12-2015, 30, 3.663, Quaterly, 169.21, 160.123, 166.484, -1.367, 3.676, 99.646, AA+, Aaa, AAA
908, AFNXK71944, Fivespan, 03-01-2036, 03-01-2015, 21, 1.344, Semi-Annual, 177.536, 164.097, 177.402, 49.636, 1.346, 99.851, A, Baa1, BBB+
909, NPH1462, Aimbo, 17-05-2025, 17-05-2015, 10, 3.608, Annual, 341.581, 341.41, 341.53, 0.587, 3.621, 99.641, B+, A3, A-
910, XVOPD414, Blogtags, 09-04-2042, 09-04-2015, 27, 3.039, Quaterly, 192.135, 189.656, 190.673, -23.462, 3.048, 99.705, A+, A2, A
911, PXB322921, Blogpad, 03-01-2048, 03-01-2015, 33, 2.469, Semi-Annual, 438.122, 397.158, 411.905, 6.09, 2.475, 99.758, B+, Baa1, BB
912, DIG44707, Babbleblab, 19-06-2042, 19-06-2015, 27, 1.47, Annual, 381.403, 361.189, 369.072, -0.921, 1.472, 99.864, B+, Ba3, BB+
913, CBL737299, Realblab, 25-02-2021, 25-02-2015, 6, 2.996, Quaterly, 298.322, 288.567, 294.615, 4.285, 3.005, 99.7, B+, Ba3, BB+
914, HTB56184, Dabjam, 16-12-2038, 16-12-2015, 23, 0.386, Semi-Annual, 131.937, 119.575, 100.0, -28.514, 0.386, 100, B+, WR, BBR
915, YIA175, Ntag, 25-04-2049, 25-04-2015, 34, 0.824, Annual, 389.733, 379.171, 388.149, 21.68, 0.825, 99.879, B+, Caa1, CCC
916, FEQ212711, Oozz, 16-09-2042, 16-09-2015, 27, 0.5, Semi-Annual, 431.23, 408.03, 411.046, -12.79, 0.5, 100, BB, B3, BB
917, GFY4611, Browsedrive, 16-07-2042, 16-07-2015, 27, 2.351, Annual, 409.418, 374.044, 388.194, -48.66, 2.357, 99.745, BB+, Baa3, BB+
918, WAYHU441, Latz, 26-06-2020, 26-06-2015, 5, 2.11, Semi-Annual, 145.916, 140.809, 143.311, -0.088, 2.114, 99.811, B+, Ba3, BB-
919, MVXHE643893, Myworks, 04-12-2033, 04-12-2015, 18, 0.554, Quaterly, 319.479, 311.652, 315.174, 28.986, 0.554, 100, B+, Caa2, B-
920, ADJQL2516, Shufflester, 21-05-2036, 21-05-2015, 21, 4.313, Semi-Annual, 226.384, 203.972, 225.039, 3.255, 4.332, 99.561, BBB-, B1, BB
921, GWEXZ7812, Skidoo, 04-01-2025, 04-01-2015, 10, 3.674, Annual, 247.344, 236.906, 237.01, -13.854, 3.687, 99.647, B+, Baa1, BB+
922, DBQLY93874, Topiczoom, 30-04-2031, 30-04-2015, 16, 1.59, Semi-Annual, 387.287, 362.656, 382.607, 11.814, 1.593, 99.812, B+, Baa1, BB
923, VPHA360050, Geba, 23-01-2047, 23-01-2015, 32, 0.24, Annual, 171.21, 156.298, 160.622, 4.697, 0.24, 100, B+, Baa1, BB
924, WSDYC22295, Quimba, 25-04-2039, 25-04-2015, 24, 2.605, Quaterly, 166.853, 100.0, 162.174, -8.964, 2.612, 99.732, B+, Baa1, BB+
925, QVBKI7833, Latz, 19-12-2028, 19-12-2015, 13, 0.749, Semi-Annual, 42.734, 40.516, 41.115, -0.114, 0.75, 99.867, B+, Baa1, BB
926, RSL09100, Demimbu, 18-04-2031, 18-04-2015, 16, 3.285, Annual, 161.146, 147.287, 149.228, -1.639, 3.296, 99.666, B+, Baa1, BB
927, GNA480787, Flashspan, 18-01-2050, 18-01-2015, 35, 4.828, Semi-Annual, 69.122, 66.468, 67.928, 0.417, 4.851, 99.526, B+, Baa1, BB-
928, CVZ443532, Buzzshare, 12-07-2050, 12-07-2015, 35, 2.875, Semi-Annual, 455.254, 436.725, 438.393, -33.232, 2.883, 99.723, B+, Baa1, BB
929, DCM03613, Realpoint, 21-02-2041, 21-02-2015, 26, 1.066, Annual, 499.316, 474.65, 483.776, -9.03, 1.067, 99.906, B+, Baa1, BBB+
930, QGTL8545, Quamba, 01-11-2021, 01-11-2015, 6, 3.683, Semi-Annual, 147.817, 133.804, 140.25, -7.274, 3.697, 99.621, B+, Baa1, BB
931, QPS786064, DabZ, 16-05-2024, 16-05-2015, 9, 2.211, Semi-Annual, 163.153, 150.215, 156.684, -6.565, 2.216, 99.774, A+, A1, AA-
932, KVCM19443, Npath, 19-10-2029, 19-10-2015, 14, 4.319, Quaterly, 384.42, 369.12, 383.043, -9.527, 4.338, 99.562, BBB, Baa3, BB
933, JNBG973497, Meevee, 08-08-2043, 08-08-2015, 28, 3.465, Annual, 60.288, 57.563, 57.972, 0.228, 3.477, 99.655, BBB-, Ba1, BBB
934, JQW28905, Jaloo, 19-08-2050, 19-08-2015, 35, 1.248, Semi-Annual, 336.876, 328.959, 332.284, -1.349, 1.25, 99.84, BBB-, Ba1, BBB-
935, RWFKM6889, Dabvine, 26-06-2042, 26-06-2015, 27, 4.809, Annual, 327.592, 303.711, 310.159, -10.0, 4.832, 99.524, B+, Aa2, BB
936, DMFST036583, Wikido, 15-11-2027, 15-11-2015, 12, 3.367, Quaterly, 490.371, 451.926, 464.613, 194.82, 3.378, 99.674, B+, Baa3, BB
937, GKSEY85839, Tagchat, 05-01-2046, 05-01-2015, 31, 1.617, Annual, 423.067, 416.848, 421.388, 18.575, 1.62, 99.815, B+, Baa2, BBB
938, UNYG471, Oozz, 13-07-2031, 13-07-2015, 16, 3.535, Semi-Annual, 295.526, 282.612, 285.453, 9.826, 3.547, 99.662, A-, Baa1, BBB+
939, VXW284175, Eayo, 31-01-2049, 31-01-2015, 34, 3.752, Annual, 140.534, 100.0, 134.176, -3.603, 3.766, 99.628, B+, Aa1, AA+
940, DCKL0676, Trilith, 16-10-2021, 16-10-2015, 6, 1.585, Quaterly, 483.955, 445.287, 465.781, 8.112, 1.588, 99.811, AA, Aa3, BB
941, IRA864359, Babbleblab, 19-10-2038, 19-10-2015, 23, 1.352, Semi-Annual, 322.214, 301.206, 303.937, 5.098, 1.354, 99.852, B+, WR, BB
942, DNRM293407, Oloo, 06-10-2019, 06-10-2015, 4, 4.429, Annual, 284.414, 258.731, 273.114, 1.593, 4.449, 99.55, BB, B3, BB
943, JOYP6251, Minyx, 19-09-2024, 19-09-2015, 9, 0.503, Quaterly, 171.708, 165.853, 166.848, -0.665, 0.503, 100, BB, B3, BB
944, RNLYM997, Wordtune, 28-02-2045, 28-02-2015, 30, 3.794, Semi-Annual, 64.087, 60.883, 61.812, -1.069, 3.808, 99.632, B+, Baa1, AA
945, RXJ539440, Yoveo, 27-06-2049, 27-06-2015, 34, 0.912, Annual, 416.768, 394.304, 402.616, 16.828, 0.913, 99.89, B+, Caa1, B
946, LBKA067596, Brightbean, 26-12-2037, 26-12-2015, 22, 2.521, Quaterly, 161.042, 147.885, 152.753, 11.051, 2.527, 99.763, B+, Caa3, CCC
947, OJG484074, Wikizz, 24-11-2035, 24-11-2015, 20, 4.902, Semi-Annual, 178.055, 166.428, 176.543, -5.492, 4.926, 99.513, BB+, B1, BBB-
948, HBJ06793, Bubbletube, 01-08-2047, 01-08-2015, 32, 4.382, Semi-Annual, 78.55, 72.572, 75.621, 0.454, 4.401, 99.568, B+, Ba2, BB+
949, ECBI461, Blogtag, 27-09-2034, 27-09-2015, 19, 4.654, Quaterly, 265.402, 248.177, 257.134, -21.369, 4.676, 99.53, BB+, Ba1, BB+
950, YUFR71280, Gabspot, 04-10-2035, 04-10-2015, 20, 1.516, Annual, 496.631, 477.064, 496.435, -33.137, 1.518, 99.868, BB, B3, BB
951, LHQ0162, Roombo, 22-04-2042, 22-04-2015, 27, 3.914, Semi-Annual, 87.285, 84.614, 87.178, -0.39, 3.929, 99.618, B+, Baa1, B+
952, HKWLB197, Zoomlounge, 22-11-2034, 22-11-2015, 19, 3.648, Annual, 239.168, 223.192, 229.263, 1.281, 3.661, 99.645, B+, Baa1, BB
953, ALIW95461, Vinder, 25-08-2039, 25-08-2015, 24, 0.239, Quaterly, 420.013, 387.294, 402.999, -40.753, 0.239, 100, B+, Baa1, BB
954, XIUT9280, Ooba, 06-12-2023, 06-12-2015, 8, 3.95, Annual, 49.487, 44.989, 45.978, -0.7, 3.966, 99.597, B+, Baa1, BB
955, CFIA770317, Twitterbridge, 12-03-2028, 12-03-2015, 13, 4.949, Semi-Annual, 445.173, 410.539, 416.08, 58.217, 4.973, 99.517, B+, Caa3, D
956, IDVAN985623, Abata, 23-05-2026, 23-05-2015, 11, 3.738, Annual, 218.992, 204.451, 209.977, -25.099, 3.752, 99.627, B+, Baa1, BB
957, GUVAN93463, Twitterbridge, 05-05-2034, 05-05-2015, 19, 4.846, Quaterly, 327.126, 308.513, 317.075, 0.781, 4.869, 99.528, B+, Baa1, B-
958, NZX731909, Devpoint, 18-11-2028, 18-11-2015, 13, 4.512, Annual, 197.907, 193.553, 195.643, -2.025, 4.532, 99.559, BB, B2, BB
959, WPOH602350, Topdrive, 07-10-2019, 07-10-2015, 4, 2.325, Semi-Annual, 327.81, 326.4, 327.19, 0.0, 2.33, 99.785, B+, Baa1, BB
960, VFO229590, Blognation, 20-06-2040, 20-06-2015, 25, 0.581, Annual, 171.148, 162.95, 169.754, -0.858, 0.581, 100, B+, Baa1, BB
961, SUODY6541, Vinder, 30-08-2034, 30-08-2015, 19, 0.278, Quaterly, 351.747, 337.255, 344.936, -0.19, 0.278, 100, A, A3, BB
962, LABEZ119521, Tagpad, 13-09-2021, 13-09-2015, 6, 0.643, Semi-Annual, 279.99, 252.355, 267.278, -2.719, 0.643, 100, AA+, Aaa, AAA
963, EDUT28786, Tagtune, 03-03-2033, 03-03-2015, 18, 0.455, Annual, 302.623, 295.3, 297.423, 3.707, 0.455, 100, AA-, A2, A
964, QJKVE651, Wikivu, 10-09-2024, 10-09-2015, 9, 3.39, Quaterly, 246.486, 242.296, 244.265, 10.0, 3.401, 99.677, B+, Aa2, BB
965, XJW96204, Voonder, 06-03-2022, 06-03-2015, 7, 3.873, Annual, 459.353, 437.028, 452.656, -59.866, 3.888, 99.614, AA-, A1, AA+
966, HCA574, Bubbletube, 18-03-2031, 18-03-2015, 16, 2.457, Semi-Annual, 238.278, 217.81, 228.863, 6.275, 2.463, 99.756, BBB, Baa3, BB
967, HFJX654, Vidoo, 01-06-2027, 01-06-2015, 12, 3.757, Annual, 204.448, 199.459, 201.455, -1.98, 3.771, 99.629, BBB-, Ba1, BBB-
968, IELC916, Yabox, 17-02-2037, 17-02-2015, 22, 1.79, Quaterly, 432.73, 403.348, 417.451, 61.509, 1.793, 99.833, AA, Aa2, BB
969, VDEG732, Skyba, 07-02-2025, 07-02-2015, 10, 2.93, Annual, 475.16, 441.424, 461.328, 27.275, 2.939, 99.694, A+, A3, A-
970, UDB6431, Dynava, 15-09-2037, 15-09-2015, 22, 2.756, Semi-Annual, 294.493, 284.038, 290.625, 0.075, 2.764, 99.711, A+, A2, BB
971, YCXAV22601, Skyble, 16-04-2046, 16-04-2015, 31, 3.842, Annual, 22.293, 20.695, 21.142, -5.577, 3.857, 99.611, BB, B3, BB
